venueid|name|gcategory
5762|Sweet Rice Cafe'|ร้านอาหาร
69457|รัชน์ขนมจีน|ร้านอาหาร
58324|ตลาดหวยแยกคอกวัว|ร้านขายล็อตเตอรี่
86036|ร้าน สอาด2|ร้านอาหาร
20973|Villa Market - Index Hua Hin|ร้านขายของชำ
15208|สน.ปตท. หสน. หลิมศิริวงษ์(1)|สถานีบริการน้ำมัน
31728|ตลาดนัดบัญญัติทรัพย์|ตลาดขายของชำ
31234|ขนมจีนกัญญา|ร้านอาหาร
76880|เทพรส 66|ภัตตาคารอาหารไทย
151525|ร้านวันสบาย|ร้านขายของชำ
18816|ร้าน จึงเจริญ|ร้านค้า
10219|เล่งหงษ์ พระราม2|ภัตตาคารอาหารจีน
52898|ก๋วยเตี๋ยวสายฟ้า|ร้านอาหาร
139058|ก๋วยเตี๋ยวเรือป้าทองคำ สาขา 3|ร้านก๋วยเตี๋ยว
102910|แต้จิ๋วโภชนา(新潮菜馆)|レストラン
49619|ร้านอาหารครัววันดี ริมน้ำเจ้าพระยา ปทุมธานี|ภัตตาคารอาหารทะเล
90303|ก๋วยเตี๋ยวเรือแสนห้า ถนนจตุโชติ ซอย15|ร้านอาหาร
102887|ล้านเรื่องลาว|ร้านอาหาร
65210|ปตท.ห้างหุ้นส่วนจำกัด โชคเกรียงไกร|สถานีบริการน้ำมัน
28097|ร้านอาหารเวียดนาม มาดามออง|ภัตตาคารอาหารเวียดนาม
102898|The Beef Master by Company B|ร้านอาหารเมนูเนื้อ
42910|ร้านไกลลิบ|ร้านอาหาร
22239|จุดพักเหนื่อย|ร้านอาหาร
75387|Chiang Mai Arcade 2|สถานีขนส่ง/ท่ารถ
43672|ก๋วยเตี๋ยวปลื้ม ซ.23 ก่อนถึง ตลาดน้ำบางน้ำผึ้ง|ร้านก๋วยเตี๋ยว
105144|บะหมี่โบราณก๋วยเตี๋ยวรัฐมนตรี|ร้านอาหาร
80354|Sino-Thai Tower|สำนักงานของบริษัท
2319|เพชรปิ่นแก้ว|จุดแวะพัก
51287|ฮั่วเซ่งฮง เจริญกรุง|ภัตตาคารอาหารจีน
162047|ปั้มปตท. สถานีบริการน้ำมันเชื้อเพลิงสวัสดิการกองบิน 7|สถานีบริการน้ำมัน
34232|Mekiki no Ginji|ร้านอาหารอิซาคายะ
17134|Rincome night market|ตลาดกลางคืน
57213|ข้าวแกงราชบุรี แม่ฮ่องสอน|ร้านอาหาร
37376|พะเยาว์ก๋วยเตี๋ยวโบราณ|ร้านก๋วยเตี๋ยว
80346|อุโมงค์รถไฟด้านใต้ เขาพระพุทธฉาย สระบุรี|สถานที่สำคัญทางประวัติศาสตร์
26765|โออิชิ ราเมน (เดอะมอลล์บางกะปิ)|ร้านอาหารราเมน
22217|บาร์น้ำเชี่ยว|บาร์
202445|ตลาดนัดวัดเสด็จ|ตลาด
6468|ร้านชมจันทร์@BURIRAM|ร้านอาหาร
47273|วัดป่าสว่างจิตนิมิตวนาราม|วัด
20184|ครัวเข็มทอง|ร้านอาหาร
64855|เจ๊หงษ์ข้าวมันไก่ เวทีมวยอ้อมน้อย|ภัตตาคารอาหารไทย
104765|ท็อปแลนด์อาเขต ซูเปอร์มาร์เก็ต|ซูเปอร์มาร์เก็ต
17176|ปั๊มน้ำมันบางจาก - ห้างหุ้นส่วนจำกัด แกรนด์ลีโอ|สถานีบริการน้ำมัน
61764|บ้านไผ่เมี่ยงปลา|ร้านอาหาร
97050|วัดต้นโพธิ์ศรีมหาโพธิ|วัด
67142|หงษ์ฟ้าภัตตาคาร|ร้านอาหาร
93138|Tiger Sugar|ชาไข่มุก
2545|ตามธรรมชาติ Cafe' and Farm|สถานที่ท่องเที่ยว
93137|จิ๋วจิ้มจุ่ม|ร้านอาหาร
94009|ข้าวหมูแดงนายชุน|ร้านอาหาร
10113|เขตอนุรักษ์ความหลากหลายทางชีวภาพภูหินปูน|อุทยานแห่งชาติ
63353|บ้านบาวแดง อ.พังโคน จ.สกลนคร|บาร์
43688|ไทวัสดุ สาขาหนองจอก Thaiwatsadu Nong Chok|ร้านจำหน่ายอุปกรณ์ก่อสร้าง
47954|ครัวป้าโซ้ง|ร้านอาหาร
573|ติ๋มเค้กมะพร้าวอ่อน สาขา3|ร้านเบเกอรี่
26512|Makini Sushi|ร้านซูชิ
4957|ดอยตีดู้ว์|ร้านกาแฟ
44940|ระฆังโภชนาซีฟู๊ดส์|ร้านอาหาร
19374|สตาร์บัคส์ คอฟฟี่ (เดอะมอลล์บางกะปิ)|ร้านกาแฟ
49053|ตลาดต้นจาน|ตลาดกลางคืน
61689|ร้านอาหารบ่อเงินปลาเผา|ร้านอาหาร
123069|ห้างหุ้นส่วนจำกัด ยุทธนาปิโตรเลียม|สถานีบริการน้ำมัน
8452|พุทธภูมิ สวนสมเด็จพระศรีนครินทร์ 84 (ทุ่งท่าลาด)|สวนสาธารณะ
117275|กาล่าเฮ้าส์|ร้านอาหาร
42161|บริษัท อมรศูนย์รวมอะไหล่อีเล็คโทรนิคส์ จำกัด สาขาอุดรธานี|ร้านอุปกรณ์อิเล็กทรอนิกส์
37248|Phen's Restaurant Bar & Coffee ร้านอาหารเพ็ญ|ภัตตาคารอาหารทะเล
93084|มาร์เก็ตเพลส ดุสิต|ศูนย์การค้า
96684|สมบัติทัวร์ หัวหิน|บริการการขนส่ง
10417|ตลาดไร่ใหม่|ตลาด
22283|ตลาดกลางคำหญ้าแดง|ตลาด
96660|แม็คโคร ฟู้ดเซอร์วิส ชะอำ|ร้านขายของชำ
145220|Khao Khun Mae Farm&Cafe|ร้านกาแฟ
25762|ร้านโกเล้ง ก๋วยเตี๋ยวเรือรังสิต|ร้านอาหาร
105291|คาเฟ่ อเมซอน ปตท. สาขาประตูเมือง|ร้านกาแฟ
10484|ร้านไก่กระบอก กม.16|อาหารฟาสต์ฟูด
44879|วารีซีฟู้ด เจ้ศรีศาลาเขียว|ร้านอาหาร
25879|บ้านก้ามปู​ หาดใหญ่|ภัตตาคารอาหารทะเล
51467|เอสซีจี โฮมโซลูชั่น สว่างแดนดิน|ร้านค้า
52636|ล้านราชาข้าวต้ม 1 บาท สาขาสุโขทัย|ร้านอาหาร
80369|PTT Station ปตท.สิงห์บุรี กม.90 (ขาออก)|สถานีบริการน้ำมัน
38986|เอ็ม เมล่อน ฟาร์ม รังสิตคลอง3|ร้านกาแฟ
41726|เถียงนารีสอร์ท|สำนักงานให้เช่าบ้านพักตากอากาศ
72920|บี-ควิก พิษณุโลก (ตรงข้ามเซ็นทรัล)|ร้านยางรถยนต์
83182|ปตท. บางแก้ว ขาเข้า (สถานีร่วม NGV และ น้ำมัน)|สถานีบริการน้ำมัน
67009|ไร่ส้ม ( ก๋วยเตี๋ยวน้ำส้มสด )|ร้านอาหารพร้อมรับประทาน
47301|โพศรี วิลเลจ|ตลาด
107759|The Mystery​ Cafe​|ร้านกาแฟ
50670|PTT. สน.ปตท. บจก.บุญภาปิโตรเลียม (แยกหัวช้าง-ขาเข้า)|สถานีบริการน้ำมัน
29813|ร้านเขียวหวานตับระเบิด|ร้านอาหารครอบครัว
81166|ก๋วยเตี๋ยวริมน้ำพระราม5|ร้านก๋วยเตี๋ยว
107619|หมูกรอบ อพอลโล|ร้านอาหาร
92451|ร้านอาหาร อ อูมซีฟู้ด|ร้านอาหาร
104369|ครัวหัวบ้าน (เพชรในรู)|ร้านอาหาร
132939|ปั๊มน้ำมัน ปตท. สาขา สุทธิสาร|สถานีบริการน้ำมัน
41660|อาร์โน่ส์ บุทเชอร์ แอนด์ อีทเทอรี่|ร้านสเต็ก
83249|ปั๊มน้ำมันปตท. ห้างหุ้นส่วนจำกัด ป.ศรีมหาโพธิบริการ|สถานีบริการน้ำมัน
100954|เอลวิสสุกี้ และซีฟู้ด(ต้นตำหรับซอยยศเส)|ร้านอาหาร
10341|ร้านเชฟอ้วนก๋วยเตี๋ยวหมูนายแกละ-บางใหญ่|ร้านอาหาร
29802|ร่มไม้ ริมนา ลาดหลุมแก้ว|ร้านอาหาร
74696|ตลาดนัดเปิดท้ายชะอำ|ตลาดกลางคืน
57338|Himwang Cafe|ร้านกาแฟ
42896|ร้านพอดีเครื่องครัว ตลาดสดสัตหีบ|ร้านค้า
16971|กาแฟคุ้มเวียงพิงค์|ร้านกาแฟ
103940|บ้านสีขาวสวนสีเขียว|ร้านกาแฟ
111373|Ae&Ek Mabprachan|ร้านอาหาร
20205|ร้านลาบไก่ไทหล่ม|ร้านอาหาร
137018|ตลาด ปั๊ม ปตท. ลาดหลุมแก้ว|ตลาด
83124|ตลาดแครายพลาซ่า|ตลาด
125204|PTTOR สาขางิ้วงาม|สถานีบริการน้ำมัน
60459|มักจี่ บุฟเฟต์ ร้อยเอ็ด|ร้านอาหาร
11388|วัดโพธิ์กบเจา|วัด
133034|แม่ศรีเรือน สาขา โฮมโปร เลียบทางด่วนเอกมัย-รามอินทรา|ร้านอาหาร
22040|มุมครัวปากช่องไฮเวย์ at ปากช่อง นครราชสีมา|ร้านอาหาร
48846|COFFEE 1970|ร้านกาแฟ
27194|ฟินซูชิ ระยอง|ร้านซูชิ
45084|ร้านก๋วยเตี๋ยวเรือต้นมะขาม|ร้านอาหาร
6492|ปราสาทเมืองที|สถานที่สำคัญทางประวัติศาสตร์
3565|ตลาดคลองเตย|ตลาดอาหารสด
4664|Mil Toast House TH|ร้านเบเกอรี่
164502|Chateau Chili & Laven De Brume|สวน
137382|ตลาดร่วมใจ ปตท.- ค่ายสุรนารี|ตลาดอาหารสด
15424|นิ่มซี่เส็งขนส่ง 1988 สาขาสำนักงานใหญ่|บริการการขนส่ง
78113|Pizza Stories Khonkaen|ร้านอาหาร
627|ร้านข้าวต้มจั่นเจา|ร้านอาหาร
93695|ร้านสวนอาหารริมน้ำ@เขื่อนลำปะทาว|ร้านอาหาร
39478|ครัวสวนสลุย|ภัตตาคารอาหารไทย
66431|BBCO|ร้านเบเกอรี่
45644|ข้าวต้มปลาทิพย์ ศรีราชา|ร้านอาหาร
39485|D'oro สุขาภิบาล 5 Drive Thru|ร้านกาแฟ
171428|ร้านข้าวเปียก มิ้วกี้เจน|ร้านอาหาร
119461|ครัวรุ่งแจ้ง@เจ้าพระยา|ร้านอาหาร
39164|ร้อยลีลา ของฝากมอเตอร์เวย์|ร้านขายขนมปัง
110315|บาร์บีคิว พลาซ่า สาขาเซ็นทรัล พลาซ่า ขอนแก่น|ร้านบาร์บีคิว
138920|ห้างสหไทย|ห้างสรรพสินค้า
6671|ร้านข้าวต้มตี๋น้อย|ร้านอาหาร
6212|Bamboo bridge over lotus pond|อุทยาน
28944|ปตท. (ห้างหุ้นส่วนจำกัด สงวนวงษ์กาฬสินธุ์)|สถานีบริการน้ำมัน
23050|Muaklek Market Grounds ตลาดสี่แยกต้นแค|ตลาดเกษตรกร
12703|ปั้มน้ำมันบางจาก (หจก. บึงนารางบริการแก๊ส)|สถานีบริการน้ำมัน
6639|รังนกกระจอก เขื่อนสิริกิติ์|โรงแรม
29234|ก๋วยเตี๋ยวเป็ดในสวน|ร้านก๋วยเตี๋ยว
17911|ครัวระเบียงน้ำ ลาดกระบัง- Kruarabiengnam|ร้านอาหาร
36339|โอดินคาเฟ่สาขาสุวรรณ|ร้านกาแฟ
12705|Black Canyon Coffee สาขา ปตท.บางไผ่|ร้านกาแฟ
71029|ร้านเจ๊เกียง บรรทัดทอง (เจ้าเก่าสะพานเหลือง)|ร้านอาหาร
100939|FN Outlet Chachoengsao|ร้านขายสินค้าจากโรงงาน
61005|S̄rṇa.สรณะ|ร้านกาแฟ
22987|ร้านไร่สินทวี|ร้านอาหาร
134510|ถนนคนเดินกรีนกรีนมาร์เก็ต เชียงใหม่|ตลาดกลางคืน
146924|เคียงวารินรีสอร์ท|รีสอร์ท
6054|สวนสี่กรุง Suan SriKrung restaurant|ร้านอาหาร
129525|ข้าวต้มนายเพ็ญ|ร้านอาหาร
164626|ปั๊ม ซัสโก้ สาขา สำโรง|สถานีบริการน้ำมัน
134680|โลตัส โกเฟรช เกาะโพธิ์|ซูเปอร์มาร์เก็ต
50373|สน.ปตท. หจก.ไพโรจน์ศรีสะเกษบริการ|สถานีบริการน้ำมัน
101716|เอสแอนด์พี ตึกคอม ขอนแก่น|ร้านอาหาร
171388|Major Cineplex Big C Korat 2|โรงภาพยนตร์
39234|ตลาดรันเวย์ 3119 ไนท์มาร์เก็ต|ตลาดกลางคืน
74587|Saras|ภัตตาคารอาหารอินเดีย
63830|ปาร์กเกวย์|อุทยาน
185916|ที แอนด์ ที แมนชั่น (T & T Mansion)|ที่พัก
129677|ACraft Café Coffee Roaster|ร้านกาแฟ
43565|เลควิวกอล์ฟคลับ เวียงจันทน์|สนามกอล์ฟ
85056|Weekend Coffee Farm & Garden|ร้านกาแฟ
76570|สวนอาหารครัวคุณนัส กุ้งเผา|ร้านอาหาร
134181|ร้านเจ๊บุญช่วย ไก่ย่างส้มตำ|ร้านอาหาร
15128|ร้านบักกู๊ดเต๋|ร้านอาหาร
154672|ไทยแลนด์เบสเครือสหพัฒน์|ศูนย์การค้า
900|สวนละไม บุฟเฟ่ต์ผลไม้|บุฟเฟต์ขนมและของหวาน
50192|โบราณสถานพานหิน|สถานที่สำคัญทางประวัติศาสตร์
75677|Café Amazon - อเมซอน สาขาหาดจอมเทียน|ร้านกาแฟ
14394|บุตรดา บาร์|บาร์
8041|ตลาดสดเก่านิคมสงเคราะห์|ตลาด
27099|เจ้ภาจิ้มจุ่ม|ร้านอาหาร
139733|ชายเล็กบัวลอยมะพร้าวอ่อน|ร้านอาหาร
154638|อินทนิน คอฟฟี่ รวยมหาทรัพย์ปิโตรเลียม|ร้านกาแฟ
87186|ตลาดสดเทศบาลเมืองอรัญประเทศ|ตลาด
104788|Almost Black cafe&supply|ร้านกาแฟ
131535|ลูกไก่ทอง ชิค รีพับบลิค เลียบทางด่วนรามอินทรา LukKaiThong Restaurant Chic Republic Praditmanutham|ร้านอาหาร
36126|ตลาดสดเทศบาลตำบลบุณฑริก|ตลาด
50988|โชว์รูมและศูนย์ Honda เอกอินทรา ฮอนด้า ออโตโมบิล (เลียบทางด่วน รามอินทรา)|ตัวแทนจำหน่ายรถยนต์
35881|บ้าน ณ ภาสิริ|รีสอร์ท
36218|PTT Station PHONETONG|สถานีบริการน้ำมัน
139198|บริษัท อู่ตงเจริญยนต์ (3) จำกัด|ร้านซ่อมรถยนต์
103945|ร้านสถานีแหนมเนือง chiangrai|ร้านอาหาร
55090|ทวีชัยฟาร์ม จรเข้หัน|ร้านอาหาร
133012|วัดคลองครุ|วัด
86759|ท่าอากาศยานนานาชาติฟู้โกว๊ก|ท่าอากาศยานระหว่างประเทศ
144805|ตลาดท่าทราย|ตลาดอาหารสด
86959|โรงแรม บ้านคุณตารีสอร์ท|รีสอร์ท
154708|ปั๊มน้ำมันบางจาก (ศรีนครินทร์41)|สถานีบริการน้ำมัน
75660|ผัดไทยจอมยุทธหญิง|ร้านอาหาร
3848|ก๋วยเตี๋ยวลุงหนวด|ร้านอาหาร
104383|ก๋วยเตี๋ยวปากหม้อ ต้นตำรับพนมสารคาม เจ๊กบ|ร้านอาหาร
80283|ครัวคุณอิ้น เลียบด่วนรามอินทรา|ภัตตาคารอาหารไทย
167020|รสเลิศ ไข่กระทะ|ร้านอาหาร
14769|ไดโซ แม็กแวลู่ คู้บอน|ร้านของชำ
48403|แลนด์มาร์ค มหาชัย|ศูนย์การค้า
86427|บ้านมณี ซีฟู้ด|ภัตตาคารอาหารทะเล
64142|ร้านปักหลัก|ร้านอาหาร
87935|ร้านก๋วยเตี๋ยวเรือแหลมฉบัง|ร้านอาหาร
42051|ตลาดมโนรมย์4|ตลาด
168248|ตลาดน้ำคลองพระองค์เจ้าฯ (วัดสุคันธาวาส)|ตลาด
87905|ร้านอาหารแม่ผ่องศรี|ภัตตาคารอาหารไทย
75776|วัดบางเสร่คงคาราม (วัดหลวงพ่อทองอยู่)|วัด
122939|สน.ปตท. หจก.ต้นเกตุปิโตรเลียม|สถานีบริการน้ำมัน
105277|ครัวช่อมะกอก|ร้านอาหาร
144287|McDonald's สาขา อมอรินี่ สยามพาร์ค|อาหารฟาสต์ฟูด
26468|Khong VIew Hotel & Restaurant|ร้านอาหาร
105937|WISDOM International Buffet|ภัตตาคารอาหารบุฟเฟต์
105874|พงษ์เป็ดย่าง|ร้านอาหาร
105861|โกลบอลเฮ้าส์ นครนายก|ศูนย์จำหน่ายวัสดุต่อเติมบ้าน
105758|วัดถ้ำน้ำตาดสุวรรณกัลยาธรรม|วัด
42379|Milk Me Coffee&Cafe|ร้านกาแฟ
26877|หญิงปรางค์ก๋วยเตี๋ยวเรือ 18 บาท|ร้านก๋วยเตี๋ยว
47739|ปั๊มน้ำมัน PT สาขาหนองคาย7 บ้านหัวหาด|สถานีบริการน้ำมัน
132608|เบบี้ซาลาเปา|ร้านอาหาร
42461|บ้านแกงใต้ ยายกะย่า|ร้านอาหาร
144520|ร้านเจ๊แหม่ม ก๋วยเตี๋ยวต้มยำ|ร้านอาหาร
105140|ดวงแข เนื้อย่าง สาขา 1|ร้านเนื้อย่างเกาหลี
25502|ร้านอาหารกานต์กิตติ Kankitti​ Restaurant|ภัตตาคารอาหารเอเชีย
59484|ตลาดโรงสี บางวัว|ตลาดนัด
66979|The Pine Farm & Cafe|ร้านกาแฟ
50086|วัชรพลเป็ดพะโล้ เดลิเวอรี่ - (watcharapol1998)|ร้านอาหาร
41980|Zeta Cafe|ภัตตาคารอาหารบุฟเฟต์
107991|วัดอมรินทรารามวรวิหาร|วัด
36229|Paphao Restaurant Up 2 U|ร้านอาหาร
40872|Inter Restaurants since 1981|ภัตตาคารอาหารไทย
72181|บิ๊กซี สุราษฎร์ธานี|ไฮเปอร์มาร์เก็ต
62127|Vespa udon เหล่ายานยนต์|ตัวแทนจำหน่ายรถสกูตเตอร์
64|ตลาดเก่าเจ็ดเสมียน|ตลาด
90021|ปตท.หลักเมืองปิโตรเลียม (ตรงข้ามมังกรยักษ์)|สถานีบริการน้ำมัน
28120|ก๋วยเตี๋ยวเรือ ลุงเต่า|ร้านก๋วยเตี๋ยว
3718|ตลาดสดเทศบาลตำบลกุสุมาลย์|ตลาดอาหารสด
76305|ตลาดสดเทศบาลเมืองพัทลุง|ตลาด
7498|ท่าอากาศยานนานาชาติวนูโคโว|ท่าอากาศยานระหว่างประเทศ
133906|362 Street camp cafe'|ร้านกาแฟ
108945|Nana cafe’ Phetchabun|รีสอร์ท
49819|Long Leng Fish Balls, Bae Chiang Kang, Rama 4|ร้านบะหมี่จีน
123356|ร้านเชฟป้อม คิทเช่น|ภัตตาคารอาหารจีน
60038|Siam Expat Food|ร้านค้า
79337|ปั๊ม ปตท. ประสิทธิ์บริการ (แยกแก่งเสี้ยน)|สถานีบริการน้ำมัน
93760|เพ็ญทิพย์ รีสอร์ท หนองคาย|โรงแรม
60025|D.I.B Sky Bar Pattaya|บาร์
23291|โฮมโปร หัวทะเล|ร้านขายเครื่องใช้ในบ้าน
94355|เลอฃวต เขาค้อ|ร้านสเต็ก
90164|ก๋วยเตี๋ยวเรือโบว์|ร้านอาหาร
28374|Thai Tune Coffee Bar (ใต้ถุน คอฟฟี่บาร์)|ร้านกาแฟ
43218|เจ๊เบญผัดงี่เง่า|ร้านอาหาร
155121|ข้าวแดงแกงร้อน|ร้านอาหาร
4493|อ้วนลาบเป็ด|ร้านอาหาร
198465|ป๋าเย็นตาโฟ|ภัตตาคารอาหารไทย
23631|ปักษ์ใต้พัทลุง|ร้านอาหาร
102338|Tonle Om Gate (Southern Gate)|สถานที่สำคัญทางประวัติศาสตร์
40954|อีจีวี โลตัส พิมาย|โรงภาพยนตร์
43196|ร้านขนมคุณยาย อุดรธานี|ร้านของหวาน
41145|Café Amazon@โพนทอง|ร้านกาแฟ
24506|จิม ทอมป์สัน แฟกตอรี่ เอาท์เลท|ร้านขายสินค้าจากโรงงาน
24400|โออิชิ อีทเทอเรียม|ภัตตาคารอาหารญี่ปุ่น
89812|ร้านกินลม ชมนา ระยอง|ร้านอาหาร
49862|ปั๊มเชลล์สุขสมบูรณ์เฮ้าส์|สถานีบริการน้ำมัน
43012|ภัตตาคารกว้านสิ่วกี่|ภัตตาคารอาหารจีน
143401|ฟู้ดแลนด์ ปิ่นเกล้า|ซูเปอร์มาร์เก็ต
205434|ก้ามปูก๋วยเตี๋ยวเรือปทุม|ร้านอาหาร
130977|คาวบอย เนื้อตุ๋น|ร้านอาหาร
35871|สนามกอล์ฟกานตรัตน์ ( สนามงู )|สนามกอล์ฟ
53137|Peck Bar & Shop|ร้านกาแฟ
88846|หอวัฒนธรรมแห่งชาติลาว|โรงละคร
76028|ร้านตำกะแฟ|ร้านอาหาร
67775|ร้านข้าวต้มดวงดี|ร้านอาหาร
103790|โซดิแอค คาเฟ่ แอนด์ โฮม เดคคอเรชั่น|ร้านอาหารฟิวชั่น
143577|โตโยต้าอุดรธานี สาขาบ้านผือ|ตัวแทนจำหน่ายรถโตโยต้า
65282|ESSO ศรีบุรี ,NGV,LPG ชุมแพ|สถานีบริการน้ำมัน
189014|ร้านบักนัท|ภัตตาคารอาหารไทย
169977|บิ๊กซี มาร์เก็ต พันท้ายนรสิงห์|ซูเปอร์มาร์เก็ต
14985|วัดโพธิ์ศิลา|วัด
120689|ຮ້ານ ດົງໂດກ ຄອມພິວເຕີ|ຮ້ານຄອມພິວເຕີ
153451|ร้านปลาครัวท่าน้ำอ้อยสาขา 3 ติดถนนสายเอเซีย (ขาล่อง)|ร้านอาหาร
72133|โลตัส เวียงสระ|ไฮเปอร์มาร์เก็ต
24142|Tegenungan Waterfall|สถานที่ท่องเที่ยว
48904|ร้านไก่ย่างเขาสวนกวางเมืองเพีย|ร้านอาหาร
139804|RICKER'S CAFE ริคเกอร์ คาเฟ่|ร้านกาแฟ
13386|น้ำเงี้ยวป้านวล อาหารญวณพังงาNam Ngiao Pa Nuan Phang foodshop|ร้านอาหาร
67805|ร้านข้าวแช่ลุงแดง - Lung Dang Khao-Chae Kohkret|ร้านอาหาร
41233|ตลาดโอเดี้ยน นครปฐม|ตลาดอาหารสด
48408|ปตท.มหาชัยยิ่งเจริญ|สถานีบริการน้ำมัน
153470|ตลาดอาหารเย็นถึงดึก โต้รุ่ง ลำปาง|ร้านอาหาร
103540|Sukigarden 火煱園|餐廳
171939|สถานี น้ำมัน PT สาขา เมืองเพชรบูรณ์1|สถานีบริการน้ำมัน
2318|กาแฟแม่บ้าน|ร้านกาแฟ
98536|เจ๊ดำโภชนา คลอง 10|ภัตตาคารอาหารไทย
5336|กาดคำพลาซ่า แม่ฮ่องสอน (Kadkam Plaza - Maehongson)|ซูเปอร์มาร์เก็ต
98576|ร้านโกปี้โกหลอ สาขา1|ร้านกาแฟ
74125|เจ้วันดี เย็นตาโฟ|ร้านอาหาร
20188|ชนม์พนา เพลส|โรงแรม
115887|บ้านภูโฮมสเตย์|สถานที่บูชาทางศาสนา
47443|เวียงเวียต|ร้านอาหาร
68639|Kanna - Cafe by the fields|ร้านกาแฟ
30867|เจนหมูกระทะ สาขาดอนบม|ร้านอาหาร
16228|Iceseed ก๋วยเตี๋ยวทะเลชามยักษ์ (อาหารอิสลาม)|ร้านอาหาร
51686|ร้านแม่เก็บขนมหวาน|ร้านขนมหวาน
74160|Dookki The Market|ภัตตาคารอาหารเกาหลี
92545|เจ๊เป้าโภชนา|ร้านอาหาร
5349|ลาบป่าคา อาหารเหนือ|ร้านอาหาร
30983|ร้านก๋วยเตี๋ยวเรือเมืองพริบพรี โดยร้านอาหารกาลครั้งหนึ่ง จ.เพชรบุรี|ภัตตาคารอาหารไทย
152059|พิพิธภัณฑ์วังเจ้าเมืองพัทลุง|พิพิธภัณฑ์กลางแจ้ง
38361|Namtok Wang Nam Mok (น้ำตกวังน้ำหมอก)|สถานที่ท่องเที่ยว
20225|ร้านอาหารอิ่มเอม|ร้านอาหาร
6757|บ้านสวนฟรุ๊ตการ์เด้นส์|สถานที่ท่องเที่ยว
8704|กับข้าว' กับปลา อารีย์|ภัตตาคารอาหารไทย
113078|ร้านส้มตำครกเงิน|ภัตตาคารอาหารไทย
34120|Lakehouse Café & Restaurant|ภัตตาคารอาหารทะเล
135709|ครัวบ้านเลขที่5|ร้านอาหาร
15986|สปันจ์ Cafe Bistro|ร้านอาหาร
44660|A Ramen ราเมงข้อสอบ (Ladkrabang)|ร้านอาหารราเมน
123977|ร้านชมสวน ติ่มซำ อาหารเช้าพัทยา|ร้านอาหาร
80672|อู๋ แซ่บเวอร์|ร้านอาหาร
21625|บ้านขนิษฐา แอนด์ แกเลอรี่ สาทร|ภัตตาคารอาหารไทย
113397|ตำนานคนอีสาน|ร้านอาหารที่มีการเต้นรำ
49164|เขาสามมุขแฟนซีปาร์ค|อุทยาน
44082|เอกเขนก​ แปดริ้ว|ภัตตาคารอาหารไทย
116244|ถิงถิง บิงซูน้ำขิง อารีย์ Ting Ting Dessert Shop|ร้านของหวาน
99122|ร้านอาหารลุงจ้อย|ภัตตาคารอาหารไทย
78192|คำปลิว หมูกระทะ|ร้านอาหาร
34251|Royal First Lounge|เลานจ์
16608|Indochina Market|ตลาด
84087|TUKCOM CHONBURI Shopping Plaza|ศูนย์การค้า
16874|โรงแรมรมณีย์|โรงแรม
135793|ตะเกียง เคียงน้ำ|ภัตตาคารอาหารไทย
5443|ตลาดปลาชุมพลบุรี|ตลาด
30335|ตลาดสดสะพาน 2|ตลาด
68642|ร้านพี่อ้อ ก๊วยจั๊บริมคลอง ข้าวหมูแดง วัดศรีวารีน้อย|ร้านก๋วยเตี๋ยว
52183|ทุ่งบัวแดง บ้านนา นครนายก|สถานที่ท่องเที่ยว
56693|Benjamit Coffee Roasters|ร้านกาแฟ
75342|ข้าวหมูแดงเคหะ|ร้านอาหาร
92414|ครัว ณ ปากช่อง|ร้านอาหาร
20658|ร้านอาหารจันทร์หอมซีฟู้ด|ภัตตาคารอาหารทะเล
11499|ก๋วยเตี๋ยวเรือรสนิยมเมืองคมแฝก สาขาเมืองพล|ร้านอาหาร
5429|วิสาหกิจชุมชนดอกมณฑา(ทิพย์)หาดมโนภิรมย์|ฟาร์ม
140447|ปั๊มน้ำมันเชลล์ SHELL แยกเด่นชัย (ห้างหุ้นส่วนจำกัดเชลล์เด่นชัย)|สถานีบริการน้ำมัน
162818|แดง ราชาหอยทอด|ร้านอาหาร
19036|Bled Castle|ปราสาท
20826|ร้านบ้านยาย กาแฟ Grandmother's House Cafe|ร้านอาหาร
20487|มานี มีบาร์ Thai Cuisine & Bar|ร้านอาหาร
51742|แจ๋วโภชนา บะหมี่โบราณ|ร้านอาหาร
47900|โลตัส โกเฟรช แพรกษา|ซูเปอร์มาร์เก็ต
76962|ตลาดสุขาภิบาลบ้านกรวด|ตลาด
37829|ข้าวต้ม สมพงษ์ ลำลูกกา คลอง 6 (Khaotom Sompong Klong 6)|ร้านอาหาร
37115|ร้านยิ้มใหญ่|ฟาร์ม
118116|บ้านจำปา เรสซิเดนซ์ (Baan Jumpa Residence)|อพาร์ทเมนท์สำหรับนักเดินทาง
37802|OM night Market & Foodcourt|ตลาด
114822|SAYA cafe' & restaurant|ร้านอาหาร
44508|แป๊ะยิ้ม ซอยตากสิน13|ร้านอาหาร
16502|ເຂົ້າປຽກໄກ່ໂອກ Noodke Chicken Restaurant|ຮ້ານເຝີ
60763|ร้านบ้านเดิ่นเค้ก และคอฟฟี่ Baandoen Cake & Coffee|ร้านกาแฟ
125693|ครัวไม้หอม ข้าวแกงปักษ์ใต้|ร้านอาหาร
37801|ก๋วยเตี๋ยวหมูซอยชื่น|ร้านก๋วยเตี๋ยว
75121|Cosmo|ศูนย์การค้า
20469|Zoods & Virtigo Bar & Karaoke|บาร์
